NAME	T.cells	Myeloid.cells	B.cells	Mural.cells	Endothelial.cells	Fibroblasts	Cancer.cells
COL6A2	0.022240989913833	0.0204378309352124	0.000810364762194327	2.06870766322691	0.147448052915089	2.32065660295127	0.204129861943862
CAV1	0.00611412818774894	0.00361273699104205	0.036419022914295	1.7175172164938	2.25957760866749	0.296290541834911	0.523766441415338
ADIRF	0.000642269043451203	0.0155317556044744	0.00118283137846776	1.48467246459081	0.909407079322486	0.770548009732777	0.615197969885433
PDLIM3	0.000459598995634549	0.00363791787833498	0.00175898914758492	1.49656597726948	0.103055336019069	1.19269786888087	0.0586884645854726
TPM1	0.0188955356107675	0.0970804512500763	0.0138559264220604	1.89293040445873	0.613284085424323	1.56099704068575	0.41336721665719
PPP1R14A	0.000776700413172146	0.0600579978615685	0.00904214474816666	1.58993244875918	0.220219526484823	1.33926834130886	0.0121425931593951
SERPING1	0.000563252763468203	0.166325823610057	0.00175059062652627	1.8296830026396	0.458112876198509	2.0302437091572	0.333224695850821
CNN3	0.00228720722659942	0.00166340982704832	0.00696037340100413	1.54582556638089	0.907294457335221	0.985615914139788	0.576523031627431
CAVIN3	0.00575684913231419	0.048637998629267	0.00119383280533659	1.43445615865372	0.52782052872854	0.803018611918932	0.170026814516853
IFITM3	0.108550962178673	0.8846697861084	0.0349726505470637	3.74057453621875	3.68483240816582	3.22208186634415	2.14573906169218
COL18A1	0.0214595047393784	0.0702799165086207	0.00921928129365932	1.56908686263221	0.59548866213794	0.768936845745003	0.183782544346417
ASPN	0.000325006898667426	0	3.47215578226646e-05	1.20794353566327	0.00338945782355715	0.525249187517366	0.0131456868788775
HIGD1B	0.000173660418466001	0.000450247672566196	0	1.03846105559842	0.0274757117289675	0.00232077116746783	0.00249156334820916
PDGFRB	0.000904297482582831	0.00122631955565068	0.000155673847055989	1.16816122576431	0.00137159055499939	0.547014790810801	0.0134142123951631
C11orf96	0.0018736874370531	0.0228473930818993	0.000388518555910687	1.44366705375713	0.500339089455217	1.23559236178089	0.190508599982542
COL4A1	0.000458063269499769	0.00386737209546868	0.00043784541697591	1.27741970198495	1.52162544247066	0.382100963697274	0.076809480751262
PLAC9	0.000582287398636351	0.00153362667351438	0.000702955830561193	1.31116741746337	0.0484998886551013	1.20881248788355	0.0108586751713472
MFGE8	0.0218141558659038	0.0113203540577991	0.00558974410385427	1.30904624894425	0.105458350808997	0.591463007483023	0.0911690428677727
NR2F2	0.000154080254609602	0.000507558540061668	5.6272343809898e-06	1.1123491019731	0.225173667789076	0.51610911500005	0.155144211123971
COL6A1	0.00415629020789557	0.0164013402805923	0.0018907287611862	1.41811594763955	0.055754861500845	1.62484287532802	0.091301042472615
DCN	0.0042221558918052	0.0106990585434042	0.00311720981652436	1.95882301244107	0.0190315235516671	3.66788193889243	0.249404617477866
CPE	0.000701205558104612	0.00409584287314387	0.000529507059515281	1.02130639812449	0.0850776483339556	0.294650706591466	0.0116877262031331
PCOLCE	0.0130603877070577	0.00936068260414094	0.00264628070391669	1.3562086551268	0.00934084494148145	1.40104018244783	0.157139550377341
TGFB1I1	0.00206749663191823	0.0187241818844459	0.00170652133581538	1.07788720806876	0.270215816007276	0.492978912210365	0.066103391086354
MUSTN1	0.000821775085467449	0.00341970932181583	0.000208563212428315	0.872730078435206	0.0148627253012224	0.0108627283224002	0.0101477822135476
MYH11	0.000913953387019048	0.003784011930053	0.000704012956374731	0.893438887176933	0.0687670464378795	0.16889527766525	0
FAM162B	5.87158867230003e-05	0.000262930607005634	2.23132082290523e-05	0.860627165888692	0.0106238677056783	0.149121316127697	0.0105605321771958
COL3A1	0.00507270669363367	0.00434080595161483	0.00338746386400296	1.43743627802356	0.000251334135612232	2.37471505343166	0.386271256839528
C1S	0.00131629487641701	0.00598900870970118	0.00134723418204465	1.36866749842088	0.0125855874330804	2.32107465179894	0.230595634123858
FRZB	0.000169492810430493	0	0.00119463184017951	0.954365799191234	0.00165227830695193	0.651606144062146	0.0412965286479277
FILIP1L	0.0018958858754737	0.201561316572435	0.0101806233454138	1.02874757507345	0.0961627865750253	0.638275447490325	0.0763336934762843
TINAGL1	0.000133148083143174	0.00256701280266686	0	0.850421834778	0.636961768255279	0.0125995096377249	0.0820850300788879
GJA4	6.00506327912799e-06	0.000460683272363614	0.000831716048763678	0.806096096720014	0.245322437046818	0.00447687117624482	0.00367437110227697
C1R	0.00245289587113898	0.00212533703556767	0.00538972870370291	1.16222534905423	0.103010633299796	1.52077690731282	0.207559079983655
MAP1B	0.000517113985391094	0.000496181925834968	0.00369393423746662	0.811546071361709	0.0318164295785165	0.0884782628584108	0.0555597567558289
ADAMTS1	0.00148844688006647	0.000628119421284101	0.000318566646727221	0.890713422324631	0.231387618386574	0.369559723530354	0.0365832132451675
GUCY1B1	0.000303743597711998	0.00936589854967292	0.000338405082419754	0.81723711852189	0.0177003939756366	0.178641598114907	0.0263726981948404
RBPMS	0.000480796799234083	0.00162024406661764	0.00456794695294754	0.937668250497881	0.474907833913867	0.465835289316696	0.343433122354395
IFI27	0.0116688259674596	0.181342928902215	0.00970747356891104	0.44519349365444	3.41263265807092	0.0833947605867266	0.343699974312502
RAMP2	0.000868005630485351	0.00263212293212177	0.00479952255862816	0.0371019743301056	2.83247813028582	0.0197619997856507	0.00597633838653564
VWF	0.000863332311373397	0.00248733308580187	7.19669370540414e-05	0.0188590289734222	2.62238856049816	0.000331846700053833	0
EGFL7	0.00201579695818957	0.0519080476361176	0.00274640587703963	0.0657191157341003	2.58296502149847	0.126449793706878	0.287383875496247
RNASE1	0.0036890272972913	0.488020829629247	0.00352608870402229	0.0221712303161621	2.82819240760575	0.0178081124297745	2.05395226254183
CLEC14A	0.000443520694080932	0.00021739257938913	0.000260757297810715	0.0154253432252905	2.21100039609882	0.013968854818384	0.0099000108943266
TM4SF1	0.00139847786562051	0.00616453389675297	0.000674448000991109	0.620765299901857	2.2417927373083	0.100972969083108	0.854537481279934
PLVAP	0.000340316988213678	0.00694244794213516	0.000642491527598539	0.0196512418264871	2.04109562144895	0.00262320761900068	0.00858326140572043
SOX18	0.000277965642584329	0.000943782515460752	0.000231717825155816	0.0225599106851515	2.01848393793882	0.00147342534743592	0.0120262441915624
GNG11	0.000839784379134835	0.00924249584679483	0.0202880393269097	0.62965317094719	2.44686186387778	0.425560581105524	0.0221110453325159
AQP1	0.00071121338183287	0.00123600323994954	0.0002794199024173	0.11940658218258	1.94299281072388	0.0317429330508579	0.0293998392890481
BCAM	0.000490783630611343	0.0049327300817181	0.000643496156684412	0.558175608011392	1.92388962717148	0.0446485441249784	1.02689836312743
TCIM	0.00126770081791094	0.000650231489661144	0.00128661714396647	0.711323200791747	2.34250228305753	0.959133158782536	0.623308990562663
CCL14	0.000550986585569862	0.0011201596678349	0.000339075202674493	0.0177473937024127	1.78274940544338	0.000115685712343479	0.0099000108943266
SLC9A3R2	0.00438642567509086	0.013896719951611	0.00407964048482817	0.31307976602198	2.16301894184505	0.663563851746555	0.959915970493765
CLDN5	0.00064145215828481	0.000743354905186108	0.00050352761851446	0.0165862218102256	1.73337397665498	0.000388909742921965	0.0115384890051449
ESAM	0.00280137581800027	0.00417683098516037	0.00307043221049194	0.748929951374347	1.81639351795735	0.00113512269622611	0.0507962942123413
EPAS1	0.0366103169362198	0.117250075256615	0.00413804226092275	0.833397460403023	2.45223037658126	0.519601128525315	0.525605712918674
CA4	0.000191308038392191	0.00050346447013275	0.000111282378451628	0.0119565984704992	1.64414450043126	0.000405467728690622	0.00249156334820916
HYAL2	0.0059187215963389	0.0200891297393375	0.0100850529584733	0.131154811460893	1.77993200061424	0.0920529684411931	0.132781965872821
PECAM1	0.0600628664952778	0.199696638323875	0.0740279143905754	0.0234143871265453	2.72084470649655	0.00334467368395259	0.0389595092044157
ECSCR	0.00100373217648137	0.00108777825130589	0.000357988353497734	0.00889634114045363	1.55684746536912	0.00656796641429598	0.0120261343787698
CDH5	0.00014888599029192	0.000667273380138256	9.17081596710171e-05	0.00667723129083822	1.54590076840095	0.00800849760925421	0.00249156334820916
CLEC3B	0.000351391460407633	0.000224285190797921	0.000401464125213313	0.139847300183642	1.55959171580356	0.0263403161649425	0.0066996431350708
FCN3	0.000794427907188143	0.000618724423309981	0.000151496120450066	0.0091397241969685	1.5004849921117	0.000826384512450406	0.0134325605280259
CAVIN2	0.000209746295263548	0.0927448512424967	0.000142056585303797	0.223288075059325	1.75898458642823	0.526449146657309	0.137772266584284
RAMP3	0.000607734310441832	0.000494154419815331	0.000191284460877167	0.0135494895819779	1.46318000672537	0.00750595327201747	0
CD34	0.00143365288130719	0.00209437780212938	0.000458927041401042	0.0153268716623495	1.45146920933107	0.0698262657530637	0.00230196728425867
ENG	0.0310754395123329	0.347633582513932	0.00887325553849183	0.707743121215275	2.21464491387874	0.757303788681908	0.0189749650394215
TIMP3	0.00196347859089316	0.141027842362722	0.000738538504746364	1.15406487829083	2.20197380109267	1.7687315821897	0.0619593045290779
HSPG2	0.000825344440187889	0.0158647349610431	0.00244347342660211	0.110521763733455	1.55072806508918	0.410926718691902	0.264302538983962
CALCRL	0.000837677363792689	0.0389982629449744	0.000657046411534865	0.192790169846881	1.39461632509551	0.0338533008497629	0
CD93	0.000768770590884874	0.163856988840865	7.47892830649374e-05	0.0224632940187559	1.41065310851239	7.64194043610385e-05	0.00796252979951746
ID1	0.0713368320507815	0.0445767552624901	0.0202444531668642	0.817031510347848	2.26434764978418	0.511565121786365	0.424645697229049
EMCN	6.55220604366075e-06	0	0.000192877082142129	0.00420995096583943	1.27617935046055	0.000328319990485283	0.00221497563754811
TSPAN7	0.000516078024110731	0.0187150200719257	0.0002915079033786	0.0180364908228864	1.2808042568225	0.00690302572988566	0.0729103688632741
IGFBP4	0.0735681649618821	0.0616034979801661	0.0356995338028899	1.77365540365596	2.83786187477659	2.03531905375764	1.32418920404771
ARHGAP29	0.000230641115198039	0.00153558689716034	0.000920925987116461	0.396986067347474	1.23262938177757	0.0615312841646841	0.164333553454455
VWA1	0.000252992601438601	0.0112560045695909	0.000670955273261085	0.12237787768081	1.25004822940918	0.172296084205476	0.471571261882782
SLCO2A1	4.17833735988009e-05	0.000147891369944195	3.46763418556865e-06	0.00659089146079598	1.16264035281952	0.00356474065880396	0.0161566396320567
CRIP2	0.0612385740294801	0.0200639230280127	0.0671330727524389	1.53790495744118	2.17419392653059	0.533298270839528	0.481673017810373
PTPRB	0.00033645112251214	0.075684917884031	0.000798804529521149	0.0030871285711016	1.12595324699959	0.00631872104800396	0.00628544358646168
CAVIN1	0.00142899869020979	0.176493143500873	0.000924183559294579	0.989345842586769	1.49270094195051	0.913772336010155	0.12697520087747
CD36	0.000279663428651491	0.107540219129875	5.21151178592555e-05	0.113816695868314	1.12035534841592	0.0120736059484123	0.00190888853634105
PRSS23	0.0139631621870984	0.00198042450592532	0.00059727756921226	0.666099326689165	1.33712716109445	0.397875473444432	0.120392347854726
ACE	0.00416796649472871	0.0862167960626108	0.00226304510888348	0.0119374681829096	1.09772458500839	0.00231580818048581	0.0156595308640424
ACVRL1	0.000148277549862475	0.0164258822060933	4.65843152392946e-05	0.102072744893504	1.06520798516616	0.0854098105929387	0.00485228538513184
FLT1	0.00295340739982815	0.0650507140670836	0.00163046578995044	0.0162937525078491	1.06574649457156	0.00103358529102852	0.00249156334820916
EDN1	0.000275389520681277	0.00958802120727405	0.00239387907658176	0.00683097724076156	1.02220456002432	0.0126952813559496	0.110399117610034
LDB2	0.00134750380839966	0.0032479956229063	0.000152515915570015	0.187781638522725	1.05039145670439	0.13761187382323	0.00249156334820916
PCDH17	0.000131863817295375	0.000505549428988154	9.21837528392719e-05	0.0168171959656935	0.99040368771439	0.000127205419739919	0.00552100798662971
EMP2	0.000631740026088232	0.0707070576540443	0.000840318974831121	0.748965204757648	1.24584793955515	0.80131926904413	1.19160053786109
SMAD6	7.93993271624071e-05	0.00483158795689514	0.000587969721298204	0.00916678874047248	0.949939730213019	0.0138184565081257	0.0110816722757676
ADGRF5	9.76348151157976e-05	0.000310526586647852	0.000217612908568644	0.618648523576967	0.980141051397369	0.00568995767058688	0.650824266742257
THBD	0.000199728066206263	0.285672112298988	0.000626582508046696	0.0723257463056963	1.02366815084476	0.0248525553018977	0.00449747534359203
LUM	0.00338168165671132	0.00526038366451598	0.003011854933738	1.29801487880749	0.00841751934808977	3.75116052535289	0.366674329252804
RARRES2	0.00284173001240374	0.00848790052109062	0.00274625032683884	1.30606997943187	0.0158825337943848	3.252073030801	0.814175811374889
PTGDS	0.00716886022632532	0.0496892535663255	0.00222732196454961	0.0291430101289854	0.225574538810401	2.88972869329123	0.108821697796092
MMP2	0.00054404114431683	0.0276923431220808	0.000471792444380595	0.153855422329117	0.0964263348145918	2.65977493634783	0.0609785744723152
MFAP4	0.000578056992392305	0.00254371386987192	0.000167040968046838	1.02956824441533	0.0063295885136253	2.466839778139	0.0201657581329346
COL1A1	0.0104400004297215	0.0151680542758101	0.00956246719624675	1.35055587462017	0.00123003471411016	2.36514096429657	0.641955872423509
SERPINF1	0.0023997595880316	0.277386391843736	0.0086914795539274	0.415029391168238	0.00224122529965268	2.28266599018703	0.366794518442715
SELENOP	0.00105724727014853	0.195708694004873	0.00101883096132875	0.602266327155815	0.61572768375634	2.23007821892345	1.03160358968903
ADH1B	0.000594782611578677	0.00295132728348001	0.00194634720707837	0.370438002518245	0.00175525373248963	1.91594304635435	0.0128740377987132
NNMT	0.00158571747061864	0.00942335624443857	0.000496588617843624	1.15207144045568	0.567213522703454	2.12445603628039	0.323993254970102
TCF21	0.000200569339530178	0.00137380032279106	6.17276107092841e-05	0.829291979899773	0.00386426909688557	1.82783159455495	0.00699144419501809
FBLN1	0.000432428048319897	0.00111627111658018	0.000377681679972818	0.144814906041701	0.00405042071091501	1.76699277180508	0.0725935468954198
CCDC80	0.00125059279672805	0.0124667008299577	0.000719624971952018	0.34005967939293	0.00863511890885933	1.74674071034128	0.0989868904562557
COL6A3	0.00780747795129396	0.0022498615582784	0.00210257025645505	0.955795254681137	0.00274436713405773	1.87648822624314	0.236905239189372
AEBP1	0.00165389087444728	0.00486463688038014	0.00894478152816838	0.933242046859238	0.107552918942921	1.84745985389753	0.0745680006812601
CFD	0.0168722878090044	0.441799726144612	0.00786815486277982	0.00501026462722611	0.00112870661265542	2.11959763186746	0.0742484744857339
MXRA8	0.00178634491770885	0.000952991263443499	0.0004617638010487	0.847958172153641	0.00771561024862043	1.71690904918575	0.145310821673449
MFAP2	0.000473777749347573	0.00382743290990417	0.000376712412351261	0.255618659192389	0.271581827099814	1.67107457692902	0.0985915172801298
SFRP2	0.00110092835817794	0.00309029431835717	0.00185393836396665	0.0840165417272966	0	1.51642773965163	0.390465608484605
PRELP	0.000537797045760603	0.000719058783198425	0.000131665477671761	0.97305714738238	0.00191490237222334	1.5653466392137	0.124313043145572
DEPP1	0.0036224582471382	0.0114810938607415	0.019001064404881	1.14561534572434	1.24896618219084	1.93490178353118	0.201536744482377
S100A13	0.0034586111690266	0.0906374746921234	0.009224319600065	0.691574348250588	1.12975460832769	1.75677542764771	0.803724064826965
OLFML3	0.000483684693816824	0.0408290932215678	0.000364498173348294	0.207816162711971	0.00623440485821957	1.37543857065205	0.0110145291160135
CDH11	0.00014960589395039	0.00102592269347193	0.000126148871754483	0.204925210109124	0.0168947648659848	1.32135753048015	0.0790082429437076
LTBP2	0.000423964268722964	0.00979068129383332	6.68161211363879e-05	0.280215905734471	0.0134889899714712	1.33079474921256	0.0698084925903994
CTHRC1	0.00433153736060299	0.00460089746274446	0.0121697878777112	0.384208940306863	0.0260342238280191	1.4155305304662	0.263033468442805
NUPR1	0.00147409443949693	0.348590537476958	0.00183139430423259	0.925967382153312	0.171658312954971	1.52721563013777	0.660357465463526
CCL2	0.00209482908208209	0.288347533925003	0.00239043117943911	0.249857042543181	0.731293255484275	1.53944947062676	0.173195545252632
EMILIN1	0.000871314627661561	0.0189968760134416	0.00138656557255006	0.533470501035124	0.00434531794780749	1.2872203414111	0.0292759626051959
FMO2	0.000270490815643972	0.000647958296316641	0.000148448160358338	0.383301932706938	0.0283993247365267	1.25041076640953	0.154178864955902
C3	0.000735283066417032	0.0991390831800465	0.000212819654768715	0.0200499163879143	0.000910199726597544	1.26193933061476	0.756806821262135
PMP22	0.00144354952970734	0.552134127842288	0.000429995149467467	0.904124985003209	0.370615673726826	1.53477811010313	0.188511732325834
LRP1	0.00123034604256176	0.2378925612656	0.00142816577806967	0.49241401040947	0.0159106576841984	1.30794758382203	0.111602702912162
COL8A1	0.000162614411635496	0.003269339639541	3.72097822511972e-06	0.345448924394754	0.000443088301060873	1.19452043957541	0.24604252576828
APOD	0.000614870153081399	0.0033098655881008	0.00259555604070387	0.00663159797479818	0.170777534936604	1.18675879331812	0.186598593627705
TGM2	0.000519553956409265	0.0654132473584969	0.0442054195641328	0.766271741233029	0.908841305942627	1.50978829593838	0.15405374919667
ISLR	0.000273309749717862	0.000612824609172739	0.00019032907494758	0.261926542062026	0.00520990335199822	1.15367139945719	0.113295472649967
ELN	0.000283544532755044	0.000227147152549342	0.000470399269866803	0.15057947405092	0.175343841947437	1.16232808478956	0.0803151629952823
SFTPB	0.00414643704962417	0.0037914463837012	0.00160354184677759	0.0118274176251757	0.00570950471613396	0.00712248404155715	2.98152208664838
WFDC2	0.00144124648151473	0.00555473834682859	0.00189590224786958	0.0610880162689712	0.00879762033526407	0.0207065472393355	2.89239610153086
SCGB3A2	0.000676141709348695	0.00195035563110143	0.000696526361861983	0.00860090554415525	0.0111435345827678	0.00471705092545833	2.38072942789863
SFTA2	0.000698163436732412	0.0042162696334586	0.00342949167243055	0.00687380140954322	0.0268688967809723	0.00645785815546203	2.13352474338868
CLDN4	0.000676359896225253	0.000575623816681652	0.000314102347014553	0.00186252840272673	0	0.00473886093833955	2.00630964117892
NAPSA	0.00239929726901447	0.0077023776790552	0.00531423403820502	0.00293201918130393	0.011144170715478	0.00187890727150889	2.00969647211187
SLPI	0.000708987395050054	0.00569461998186613	0.000881603884754135	0.0062754677940201	0.161903069726588	0.0086642167957258	1.99759739377919
FOLR1	0.000405007725812649	0.00465666865977163	0.000542041527963261	0.00189076879522303	0.00827726172488272	0.0307253080980548	1.93633015155792
MUC1	0.00169378959861992	0.00428123271720916	0.00117663850590348	0.0118594781645052	0.0022608619899841	0.0187653560867868	1.65919131685706
KRT19	0.00106996606938117	0.114494502939444	0.000280104081935492	0.00189076879522303	0.00574133154307826	0.00148413648665201	1.61565734077902
C16orf89	6.49582351875663e-05	0.00147616776806569	0.000132466974436104	0.00243571663950826	0	0.168918660128466	1.54019657036837
SLC34A2	0.000292924394947735	0.000638215811396668	0.000143116901026861	0.00228168084071233	0.000449930560645875	0.00278371152518683	1.45846774073208
KRT8	0.0020594730866934	0.0187322176897038	0.00252746940450769	0.26384087229823	0.0332081461979442	0.0271504947530675	1.49905319143744
LCN2	0.000298061843698882	0.000940938521082174	0.000154144560316572	0.00321892748822223	0	0.00307175563967876	1.41874213471132
EPCAM	0.000836102421891264	0.00497402875976488	0.000204825655293847	0.00116129382626041	0.00938715897108379	0.00258412573626849	1.40957931953318
AGR2	0.000484799415427561	0.00152211457432827	0.000320885808919545	0.00308153891301417	0	0.00406839929365214	1.40120102265302
KRT18	0.012195933567499	0.021344664389627	0.0188421637386089	0.541576783054478	0.0294718371281784	0.0308414129906618	1.6483399590324
TACSTD2	0.000695747815010226	0.0463873392610754	0.000184207698160202	0.0386633414488572	0.0839222541608309	0.0172745473913568	1.38876288610346
PIGR	0.000204777960627534	0.00270273088246991	0.00176209960954037	0	0.00156041959826456	0.000688958267786513	1.3125393188701
MGST1	0.000916885013648686	0.0670057780747293	0.00071640744703631	0.00749179758868375	0.000905988193584971	0.416635734022412	1.47181307428023
ELF3	0.000547601959977587	0.00129845148406298	0.0011138390619538	0.00527179896176516	0.000334261456174714	0.0039624251830528	1.24086360798163
SMIM22	0.000254457229171358	0.00146829009288468	0.00151863984891441	0.000390912045489301	0	0.00169414459412068	1.23620877953137
SFTPA1	0.000752152349379592	0.000243660739058407	0.000192325905534399	0.00228168084071233	0.00214012422059712	0.0035045715655243	1.17867771457223
C19orf33	0.000662847772904439	0.00654470656582719	0.000367262945736363	0	0.027228703590101	0.00181198420883721	1.06117183727377
KRT7	0.00300452195493246	0.00628754021828635	0.000751798729178783	0.0057906564775404	0.000197769055526222	0.0138206747785273	0.976069349962122
CEACAM6	0.000545315648899446	0.00210325558050799	6.99831352663137e-05	0.000390912045489301	0.00161465526197516	0.00261241358194391	0.90176664128023
S100A14	0.00020360082464223	0.00150439220097562	0.000174964102755787	0.00691860078455328	0.000532657404265335	0.00334617028176535	0.887435347893659
GPRC5A	0.00131219112175197	0.0168266518236833	0.000109059271216942	0.119592580795288	0.0120253879601876	0.139571997416069	0.925657939630396
MDK	0.00393760330350677	0.0171148308908265	0.0299193806421535	0.256129121937595	0.428337010607195	0.987900690872799	1.28660261056002
SFTPD	8.62140866305808e-05	0.00590916523226985	5.79900227884287e-05	0.000594493111411294	0.0019397506303194	0.0017317266843309	0.860033457559698
EPHX1	0.00218027445577806	0.0895516217359093	0.0148660896719876	0.540661974608243	0.648787319283736	0.763028003974939	1.19306466242846
NKX2-1	0.000335815678604798	0.000173988267924586	2.52624253816786e-06	0.000390912045489301	0	0	0.835073123398949
SUSD2	0.000317809265370783	0.00232684607394257	8.87550821253304e-05	0.139933835543119	0	0.0520866901405686	0.851290894255919
SFTPA2	0.00028625617684063	0.00020636346605089	0.000439058294641072	0.00189076879522303	0.004610831110101	0	0.829304655299467
CLDN3	0.000951918794710414	9.1579541360658e-05	0.000908912853591228	0.0041627192235255	0.00110808776326157	0.000541576840388725	0.787516335599563
CXCL14	0.000622543641824652	0.00462895592053731	0.000611687908531489	0.00476472236297943	0.00222712208779805	0.236652462083425	0.834986333426307
CLDN7	0.00146556435377652	0.0311696528273019	0.00147795578074882	0.0125507390630114	0.0199708068541933	0.00504136390267057	0.795184107948752
AGR3	0.000216232733751731	0.000666901456449929	3.26926381445925e-05	0	0	0.00352153809998325	0.773487830302295
SCGB3A1	0.0152850843855374	0.0144652405561295	0.000880980125500078	0.00133980792957348	0.0274167999582428	0	0.827191628147574
SFTA3	0.000267151938625765	0.000377317218520256	1.48158780632589e-05	0	0	0	0.735737794006572
SLC22A31	0.00043918390122671	0.00108607483886139	0.00317807181078093	0.00351465922135573	0.00160787949721779	0.0111000805719128	0.738697541601518
PDZK1IP1	0.000135854299330105	0.000640668534395987	0.000280855533008403	0.00375684392321241	0	0.00922732229013323	0.728970400726094
SDC1	0.000781115605921077	0.00271930845624987	0.106376441409614	0.00285310430841132	0	0.055146578083976	0.969799462486716
GDF15	0.000764749763890488	0.0391317755855315	0.000448763717080676	0.074150235076527	0.0845753390024724	0.242275091669051	0.770253096608555
LGALS3BP	0.0453265606135227	0.14661066582096	0.00981882793352275	0.91025790306238	0.00622337988118806	0.858908255322209	1.18372288395377
TCEA3	0.00635178403045399	0.0105299749871676	0.000542075279959232	0.0740937900019216	0.0377885794183284	0.140468920529138	0.745894576661727
EFNA1	0.000864753862313594	0.00746587253685816	0.00238171156009962	0.0937926860432048	0.574222868082056	0.0413685233074252	0.748902285519768
NQO1	0.0104786500920206	0.00932748482008891	0.00398498145026752	0.0529604788402935	0.281370204727045	0.029714743417676	0.767055617220261
SLC44A4	0.00194929314180535	0.00195384127354761	0.000559281846778108	0.00167519215699081	0.014057533695367	0.00187555713633613	0.680246159259011
SCGB1A1	0.00144327308277482	0.00168726639905636	0.000382934938693614	0.00122161571796124	0.00398539596767517	0.00108684388663479	0.673545542184044
SOX4	0.0255868282517916	0.180727695758812	0.032681874527392	0.519734022067143	0.51934439440093	1.0459162418962	1.15683104276657
CYB5A	0.0919404359238407	0.208915166006683	0.100132099744513	0.276672252953708	1.46978006260247	0.725528285056976	1.62873653657296
CRNDE	0.00589219910554419	0.00646941910942628	0.0102678577952929	0.0151715700704973	0.041460414605848	0.00715486085065738	0.706063276178697
CXCL17	9.77007824724741e-05	0	3.56196591916108e-05	0	0	0	0.622831015867345
FXYD3	0.000184205365396641	0.00100417682766682	0.000106795470535568	0	0	0	0.620994929215487
MGLL	0.00592192421209326	0.128229352433314	0.0286803190955771	0.494717877042163	0.823050276160811	0.240694600717792	0.856999987854677
PON2	0.0168364426084174	0.0958794658249117	0.00642901364309149	0.271029914997436	0.513922676127493	0.15172623390932	0.794542272932389
DDR1	0.00212930660460219	0.0101628989085816	0.0104546460437282	0.0482895080859845	0.00534115604236365	0.0340880954115959	0.632299538359922
